date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:31%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts?page=2)
16:27:32	12931/12931	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2022:27:32%20GMT	http://stonecolddev.in/posts?page=6	stonecolddev.in/postsc575.html	(from http://stonecolddev.in/posts?page=2)
16:27:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:32%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts?page=3)
16:27:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:32%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts?page=4)
16:27:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:32%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts?page=5)
16:27:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:33%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts?page=7)
16:27:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:33%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/users)
16:27:34	8657/8657	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2022:27:33%20GMT	http://stonecolddev.in/users/5	stonecolddev.in/users/5.html	(from http://stonecolddev.in/users)
16:27:34	8649/8649	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2022:27:34%20GMT	http://stonecolddev.in/users/6	stonecolddev.in/users/6.html	(from http://stonecolddev.in/users)
16:27:34	8657/8657	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2022:27:34%20GMT	http://stonecolddev.in/users/7	stonecolddev.in/users/7.html	(from http://stonecolddev.in/users)
16:27:34	8647/8647	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2022:27:34%20GMT	http://stonecolddev.in/users/8	stonecolddev.in/users/8.html	(from http://stonecolddev.in/users)
16:27:35	8653/8653	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2022:27:34%20GMT	http://stonecolddev.in/users/9	stonecolddev.in/users/9.html	(from http://stonecolddev.in/users)
16:27:35	8643/8643	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2022:27:35%20GMT	http://stonecolddev.in/users/10	stonecolddev.in/users/10.html	(from http://stonecolddev.in/users)
16:27:35	8672/8672	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2022:27:35%20GMT	http://stonecolddev.in/users/new	stonecolddev.in/users/new.html	(from http://stonecolddev.in/users)
16:27:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:35%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/treeify-0-05-released)
16:27:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:36%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/snippet-prepend-git-log-to-your-changelog)
16:27:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:36%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/replies-are-fixed)
16:27:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:36%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/twitter-authentication-now-works)
16:27:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:36%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/posting-from-twitter)
16:27:37	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:37%20GMT	http://stonecolddev.in/posts/re-posting-from-twitter/reply	stonecolddev.in/posts/re-posting-from-twitter/reply	(from http://stonecolddev.in/posts/posting-from-twitter)
16:27:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:37%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/users/2)
16:27:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:37%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/?page=6)
16:27:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:37%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/pages-are-broken)
16:27:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:38%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/golang-application-namespacing)
16:27:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:38%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/linux-snippet-bring-networking-back-up)
16:27:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:38%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/treeify-0-04-released)
16:27:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:39%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/and-we-re-back)
16:27:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:39%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/handling-increased-load)
16:27:39	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:39%20GMT	http://stonecolddev.in/posts/re-handling-increased-load/reply	stonecolddev.in/posts/re-handling-increased-load/reply	(from http://stonecolddev.in/posts/handling-increased-load)
16:27:40	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:39%20GMT	http://stonecolddev.in/posts/re-re-handling-increased-load/reply	stonecolddev.in/posts/re-re-handling-increased-load/reply	(from http://stonecolddev.in/posts/handling-increased-load)
16:27:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:40%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/quick-and-dirty-how-to-trees-in-sql-postgres-rails-4)
16:27:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:40%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/caching-caching-caching-and-more-caching)
16:27:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:40%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/treeify-0-03-release)
16:27:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:40%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/application-configuration-using-rails-4-postgres-9-4-and-json)
16:27:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:41%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/look-i-got-featured)
16:27:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:41%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/replies-are-enabled)
16:27:41	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:41%20GMT	http://stonecolddev.in/posts/re-replies-are-enabled/reply	stonecolddev.in/posts/re-replies-are-enabled/reply	(from http://stonecolddev.in/posts/replies-are-enabled)
16:27:42	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:42%20GMT	http://stonecolddev.in/posts/re-re-replies-are-enabled/reply	stonecolddev.in/posts/re-re-replies-are-enabled/reply	(from http://stonecolddev.in/posts/replies-are-enabled)
16:27:42	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:42%20GMT	http://stonecolddev.in/posts/re-re-re-replies-are-enabled/reply	stonecolddev.in/posts/re-re-re-replies-are-enabled/reply	(from http://stonecolddev.in/posts/replies-are-enabled)
16:27:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:42%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/post-every-day)
16:27:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:42%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/phat-workout-regiment)
16:27:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:42%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/bitching-about-bootstrap-3-dropdown-menus)
16:27:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:43%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/mina-and-migrations)
16:27:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:43%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/welp-that-s-a-bug)
16:27:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:43%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/kodiak-a-cms)
16:27:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:44%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/tinymce-test)
16:27:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:44%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/first-post)
16:27:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:44%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/posts/re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres)
16:27:45	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:45%20GMT	http://stonecolddev.in/posts/re-re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres-a6661dcc-47cb-43fb-9ad5-3e9815264f92/reply	stonecolddev.in/posts/re-re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres-a6661dcc-47cb-43fb-9ad5-3e9815264f92/reply	(from http://stonecolddev.in/posts/re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres)
16:27:45	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:45%20GMT	http://stonecolddev.in/posts/re-re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres/reply	stonecolddev.in/posts/re-re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres/reply	(from http://stonecolddev.in/posts/re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres)
16:27:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:45%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter	(from http://stonecolddev.in/categories)
16:27:45	8691/8691	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Apr%202017%2022:27:45%20GMT	http://stonecolddev.in/categories/new	stonecolddev.in/categories/new.html	(from http://stonecolddev.in/categories)
16:27:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Apr%202017%2022:27:45%20GMT	http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.eb.delayed	(from http://stonecolddev.in/posts/configuration-transformation-with-ctt)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.ec.delayed	(from http://stonecolddev.in/posts/ascii-star-wars)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.ed.delayed	(from http://stonecolddev.in/posts/re-re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres-d9e81fcb-3a30-4cfe-9eac-bc7e1b912bc3)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.ee.delayed	(from http://stonecolddev.in/posts/re-re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres-320af56f-ab40-4321-984e-dd07ebf4c9c3)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.ef.delayed	(from http://stonecolddev.in/posts/re-replies-are-enabled)
16:27:46	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:46%20GMT	http://stonecolddev.in/posts/re-re-replies-are-enabled/reply	stonecolddev.in/posts/re-re-replies-are-enabled/reply	(from http://stonecolddev.in/posts/re-replies-are-enabled)
16:27:46	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:46%20GMT	http://stonecolddev.in/posts/re-re-re-replies-are-enabled/reply	stonecolddev.in/posts/re-re-re-replies-are-enabled/reply	(from http://stonecolddev.in/posts/re-replies-are-enabled)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.f2.delayed	(from http://stonecolddev.in/posts/re-re-replies-are-enabled)
16:27:46	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:46%20GMT	http://stonecolddev.in/posts/re-re-re-replies-are-enabled/reply	stonecolddev.in/posts/re-re-re-replies-are-enabled/reply	(from http://stonecolddev.in/posts/re-re-replies-are-enabled)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.f4.delayed	(from http://stonecolddev.in/posts/uploads-and-mina)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.f5.delayed	(from http://stonecolddev.in/posts/good-news-everyone)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.f6.delayed	(from http://stonecolddev.in/posts/links-work)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.f7.delayed	(from http://stonecolddev.in/posts/rails-asset-compression)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.f8.delayed	(from http://stonecolddev.in/posts/re-re-re-replies-are-enabled)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.f9.delayed	(from http://stonecolddev.in/posts/calculating-aws-s3-storage-usage-with-csv-textql)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.fa.delayed	(from http://stonecolddev.in/posts/re-re-handling-increased-load)
16:27:46	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.fb.delayed	(from http://stonecolddev.in/posts/re-handling-increased-load)
16:27:47	102/102	---MC-	302	error ('Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:46%20GMT	http://stonecolddev.in/posts/re-re-handling-increased-load/reply	stonecolddev.in/posts/re-re-handling-increased-load/reply	(from http://stonecolddev.in/posts/re-handling-increased-load)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.fd.delayed	(from http://stonecolddev.in/posts/re-re-playing-with-scala-building-a-small-web-app-with-play-2-4-play-slick-and-postgres)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.fe.delayed	(from http://stonecolddev.in/posts/test-draft)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.ff.delayed	(from http://stonecolddev.in/posts/re-posting-from-twitter)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.100.delayed	(from http://stonecolddev.in/2014/10?page=2)
16:27:47	3919/3919	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Apr%202017%2022:27:47%20GMT	http://stonecolddev.in/2014/quick-and-dirty-how-to-trees-in-sql-postgres-rails-4	stonecolddev.in/2014/quick-and-dirty-how-to-trees-in-sql-postgres-rails-4	(from http://stonecolddev.in/2014/10?page=2)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.102.delayed	(from http://stonecolddev.in/2014/10?page=3)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.103.delayed	(from http://stonecolddev.in/2014/09?page=2)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.104.delayed	(from http://stonecolddev.in/2014/09?page=3)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.105.delayed	(from http://stonecolddev.in/posts?page=6)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.106.delayed	(from http://stonecolddev.in/users/5)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.107.delayed	(from http://stonecolddev.in/users/6)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.108.delayed	(from http://stonecolddev.in/users/7)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.109.delayed	(from http://stonecolddev.in/users/8)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.10a.delayed	(from http://stonecolddev.in/users/9)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.10b.delayed	(from http://stonecolddev.in/users/10)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.10c.delayed	(from http://stonecolddev.in/users/new)
16:27:47	0/-1	---M--	301	error ('')			http://stonecolddev.in/users/auth/twitter	stonecolddev.in/users/auth/twitter.10d.delayed	(from http://stonecolddev.in/categories/new)
